,Contrato,Dirección,tipo,calle,NUMERO,PISO,Nº Serie Contador Esf.1,xcoord,ycoord,localId,USO 2020,2020-1,2020-2,2020-3,2020-4,USO 2018,2018-1,2018-2,2018-3,USO 2019,2019-1,2019-2,2019-3
0,6145540,"PORTUGAL, TRAV. 4",GARAJES,PORTUGAL,4.0,S/N,9,-6.4177810193318106,39.55967369100377,10.050.101.4.2125724QD2822N,1.0,0.0,1.0,0.0,,0.0,1.0,3.0,0.0,1.0,1.0,2.0,1.0
1,6145542,ANGEL RODRIGUEZ CAMPOS 2,DOMESTICO,ANGEL RODRIGUEZ CAMPOS,2.0,S/N,99271675,-6.417206586229829,39.554327720890875,10.050.3.2.2119011QD2821N,61.0,8.0,22.0,21.0,,40.0,43.0,47.0,57.0,60.0,58.0,47.0,45.0
2,6145543,ANGEL RODRIGUEZ CAMPOS 4,DOMESTICO,ANGEL RODRIGUEZ CAMPOS,4.0,S/N,2825489,-6.41730572022582,39.554309386158536,10.050.3.4.2119012QD2821N,11.0,14.0,15.0,14.0,,12.0,11.0,14.0,11.0,11.0,12.0,19.0,10.0
3,6145547,ANGEL RODRIGUEZ CAMPOS 12,DOMESTICO,ANGEL RODRIGUEZ CAMPOS,12.0,S/N,N815058,-6.417850482076755,39.5542086231258,10.050.3.12.2119016QD2821N,17.0,18.0,23.0,19.0,,16.0,17.0,21.0,20.0,17.0,22.0,23.0,19.0
4,6145548,ANGEL RODRIGUEZ CAMPOS 14,DOMESTICO,ANGEL RODRIGUEZ CAMPOS,14.0,S/N,1640576,-6.418021894367891,39.55417748119693,10.050.3.14.2119017QD2821N,1.0,3.0,16.0,4.0,,1.0,3.0,13.0,4.0,1.0,6.0,14.0,4.0
5,6145561,BARRIONUEVO ALTO 1,DOMESTICO,BARRIONUEVO ALTO,1.0,S/N,J986410,-6.417248419683698,39.55965886715201,10.050.70.1.2125401QD2822N,66.0,97.0,89.0,75.0,,61.0,72.0,80.0,74.0,66.0,78.0,87.0,76.0
6,6145563,BARRIONUEVO ALTO 7,DOMESTICO,BARRIONUEVO ALTO,7.0,S/N,17-209308,-6.417220106052097,39.55953121442136,10.050.70.7.2125404QD2822N,24.0,60.0,42.0,44.0,,22.0,24.0,25.0,25.0,24.0,35.0,39.0,37.0
7,6145564,BARRIONUEVO ALTO 9,DOMESTICO,BARRIONUEVO ALTO,9.0,S/N,21250587,-6.417213019200059,39.55948385560651,10.050.70.9.2125405QD2822N,14.0,24.0,29.0,19.0,,16.0,18.0,22.0,18.0,14.0,16.0,29.0,15.0
8,6145565,BARRIONUEVO ALTO 13,DOMESTICO,BARRIONUEVO ALTO,13.0,S/N,K590677,-6.417197741154278,39.55938126681688,10.050.70.13.2125407QD2822N,0.0,27.0,6.0,23.0,,0.0,26.0,0.0,23.0,0.0,26.0,6.0,23.0
9,6145566,BARRIONUEVO ALTO 19,DOMESTICO,BARRIONUEVO ALTO,19.0,S/N,J313470,-6.41717736355027,39.55919973831704,10.050.70.19.2125410QD2822N,20.0,26.0,22.0,22.0,,17.0,17.0,19.0,16.0,20.0,19.0,25.0,20.0
10,6145567,BARRIONUEVO ALTO 21,DOMESTICO,BARRIONUEVO ALTO,21.0,S/N,67506,-6.417166767467383,39.5591403198406,10.050.70.21.2125411QD2822N,33.0,0.0,0.0,0.0,,10.0,11.0,24.0,23.0,33.0,18.0,7.0,3.0
11,6145568,BARRIONUEVO ALTO 23,DOMESTICO,BARRIONUEVO ALTO,23.0,S/N,L942507,-6.417158876177719,39.55909582141026,10.050.70.23.2125412QD2822N,5.0,1.0,1.0,5.0,,5.0,0.0,1.0,5.0,5.0,1.0,1.0,5.0
12,6145569,BARRIONUEVO ALTO 27,DOMESTICO,BARRIONUEVO ALTO,27.0,S/N,2486991,-6.417142492820249,39.55900419865497,10.050.70.27.2125414QD2822N,9.0,20.0,13.0,9.0,,0.0,10.0,14.0,8.0,9.0,9.0,10.0,8.0
13,6145571,BARRIONUEVO ALTO 31,DOMESTICO,BARRIONUEVO ALTO,31.0,S/N,91529529,-6.417129225774421,39.558928950998485,10.050.70.31.2125416QD2822N,0.0,0.0,2.0,12.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
14,6145572,BARRIONUEVO ALTO 33,DOMESTICO,BARRIONUEVO ALTO,33.0,S/N,1609327,-6.417120936218711,39.558882641961695,10.050.70.33.2125417QD2822N,15.0,16.0,20.0,19.0,,15.0,17.0,20.0,18.0,15.0,16.0,20.0,16.0
15,6145574,BARRIONUEVO ALTO 41 A,DOMESTICO,BARRIONUEVO ALTO,41.0,A,2825650,-6.417084259497968,39.558651117321865,10.050.70.41.2223826QD2822S,24.0,40.0,27.0,26.0,,28.0,28.0,27.0,28.0,24.0,27.0,29.0,26.0
16,6145575,BARRIONUEVO ALTO 41,DOMESTICO,BARRIONUEVO ALTO,41.0,S/N,11108942,-6.417084259497968,39.558651117321865,10.050.70.41.2223826QD2822S,3.0,4.0,7.0,6.0,,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0
17,6145576,BARRIONUEVO ALTO 43,DOMESTICO,BARRIONUEVO ALTO,43.0,S/N,1717947,-6.417072452782387,39.55858355955263,10.050.70.43.2223825QD2822S,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,6145579,BARRIONUEVO ALTO 53 1º,DOMESTICO,BARRIONUEVO ALTO,53.0,1º,2502284,-6.417017534372651,39.558313612287876,10.050.70.53.2223821QD2822S,3.0,11.0,27.0,3.0,,30.0,48.0,34.0,20.0,3.0,4.0,7.0,2.0
19,6145580,BARRIONUEVO ALTO 55,DOMESTICO,BARRIONUEVO ALTO,55.0,S/N,1679237,-6.417008161608095,39.55826827010156,10.050.70.55.2223820QD2822S,8.0,2.0,8.0,6.0,,7.0,10.0,9.0,9.0,8.0,7.0,10.0,7.0
20,6145581,BARRIONUEVO ALTO 57,DOMESTICO,BARRIONUEVO ALTO,57.0,S/N,140031,-6.416999954365333,39.55822601680744,10.050.70.57.2223819QD2822S,14.0,15.0,17.0,13.0,,11.0,14.0,18.0,15.0,14.0,15.0,19.0,14.0
21,6145582,BARRIONUEVO ALTO 59,DOMESTICO,BARRIONUEVO ALTO,59.0,S/N,59542,-6.4169901840086085,39.55817571097982,10.050.70.59.2223818QD2822S,5.0,200.0,28.0,5.0,,6.0,10.0,20.0,5.0,5.0,15.0,16.0,43.0
22,6145583,BARRIONUEVO ALTO 61,DOMESTICO,BARRIONUEVO ALTO,61.0,S/N,1711839,-6.416977912131459,39.55810814735422,10.050.70.61.2223817QD2822S,11.0,17.0,23.0,11.0,,11.0,12.0,11.0,10.0,11.0,13.0,12.0,12.0
23,6145584,BARRIONUEVO ALTO 63,DOMESTICO,BARRIONUEVO ALTO,63.0,S/N,1717991,-6.416972698262264,39.55806677143609,10.050.70.63.2223816QD2822S,4.0,2.0,6.0,5.0,,11.0,9.0,6.0,5.0,4.0,5.0,6.0,5.0
24,6145586,BARRIONUEVO ALTO 69,DOMESTICO,BARRIONUEVO ALTO,69.0,S/N,990617088,-6.4169539131581175,39.55791446654707,10.050.70.69.2223813QD2822S,6.0,17.0,11.0,10.0,,9.0,12.0,18.0,9.0,6.0,9.0,25.0,8.0
25,6145587,BARRIONUEVO ALTO 71,DOMESTICO,BARRIONUEVO ALTO,71.0,S/N,1679350,-6.41694404015784,39.55783244774548,10.050.70.71.2223812QD2822S,1.0,1.0,4.0,1.0,,1.0,1.0,68.0,2.0,1.0,1.0,1.0,0.0
26,6145588,BARRIONUEVO ALTO 73,DOMESTICO,BARRIONUEVO ALTO,73.0,S/N,139838,-6.416935742796804,39.5577612789617,10.050.70.73.2223811QD2822S,31.0,24.0,25.0,22.0,,40.0,44.0,43.0,30.0,31.0,35.0,34.0,25.0
27,6145589,BARRIONUEVO ALTO 75,DOMESTICO,BARRIONUEVO ALTO,75.0,S/N,61149936,-6.416926820160714,39.5576787407775,10.050.70.75.2223810QD2822S,20.0,33.0,35.0,28.0,,24.0,24.0,27.0,23.0,20.0,24.0,26.0,27.0
28,6145590,BARRIONUEVO ALTO 2,DOMESTICO,BARRIONUEVO ALTO,2.0,S/N,90062297,-6.417331264422443,39.55967494377658,10.050.70.2.2125726QD2822N,21.0,39.0,35.0,24.0,,23.0,27.0,30.0,24.0,21.0,26.0,34.0,33.0
29,6145592,BARRIONUEVO ALTO 12,DOMESTICO,BARRIONUEVO ALTO,12.0,S/N,1772028,-6.417267229091953,39.55921164698034,10.050.70.12.2125729QD2822N,20.0,24.0,26.0,29.0,,105.0,103.0,132.0,119.0,126.0,129.0,134.0,117.0
30,6145593,BARRIONUEVO ALTO 14 A,DOMESTICO,BARRIONUEVO ALTO,14.0,A,90111150,-6.417259448013758,39.55916417813184,10.050.70.14.2125730QD2822N,31.0,34.0,30.0,30.0,,28.0,30.0,35.0,32.0,31.0,32.0,36.0,30.0
31,6145594,BARRIONUEVO ALTO 14,DOMESTICO,BARRIONUEVO ALTO,14.0,S/N,1679220,-6.417259448013758,39.55916417813184,10.050.70.14.2125730QD2822N,26.0,44.0,37.0,36.0,,41.0,49.0,49.0,39.0,26.0,48.0,47.0,39.0
32,6145595,BARRIONUEVO ALTO 14,DOMESTICO,BARRIONUEVO ALTO,14.0,S/N,17-046717,-6.417259448013758,39.55916417813184,10.050.70.14.2125730QD2822N,1.0,0.0,0.0,17.0,,41.0,49.0,49.0,39.0,26.0,48.0,47.0,39.0
33,6145596,BARRIONUEVO ALTO 16 A,DOMESTICO,BARRIONUEVO ALTO,16.0,A,1893731,-6.417240037370614,39.55909264955504,10.050.70.16.2125731QD2822N,12.0,14.0,12.0,13.0,,24.0,27.0,35.0,26.0,23.0,25.0,26.0,21.0
34,6145597,BARRIONUEVO ALTO 16,DOMESTICO,BARRIONUEVO ALTO,16.0,S/N,167502,-6.417240037370614,39.55909264955504,10.050.70.16.2125731QD2822N,0.0,0.0,1.0,0.0,,0.0,1.0,10.0,1.0,0.0,1.0,1.0,1.0
35,6145598,BARRIONUEVO ALTO 24,DOMESTICO,BARRIONUEVO ALTO,24.0,S/N,31595437,-6.417186715920918,39.55884752989037,10.050.70.24.2125735QD2822N,14.0,0.0,1.0,5.0,,6.0,6.0,7.0,6.0,14.0,7.0,6.0,6.0
36,6145599,BARRIONUEVO ALTO 26,DOMESTICO,BARRIONUEVO ALTO,26.0,S/N,K142002,-6.41716532286323,39.55872156707379,10.050.70.26.2123502QD2822S,15.0,25.0,17.0,23.0,,18.0,19.0,20.0,18.0,15.0,18.0,18.0,20.0
37,6145600,BARRIONUEVO ALTO 28,DOMESTICO,BARRIONUEVO ALTO,28.0,S/N,K128128,-6.417152279058503,39.55864344159412,10.050.70.28.2123503QD2822S,0.0,2.0,0.0,0.0,,5.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0
38,6145601,BARRIONUEVO ALTO 28 A,DOMESTICO,BARRIONUEVO ALTO,28.0,A,816561,-6.417152279058503,39.55864344159412,10.050.70.28.2123503QD2822S,16.0,22.0,18.0,15.0,,16.0,16.0,14.0,16.0,16.0,15.0,17.0,15.0
39,6145602,BARRIONUEVO ALTO 30,DOMESTICO,BARRIONUEVO ALTO,30.0,S/N,L169885,-6.4171428467679945,39.55858089144623,10.050.70.30.2123504QD2822S,29.0,0.0,0.0,0.0,,14.0,18.0,22.0,18.0,29.0,21.0,65.0,2.0
40,6145603,BARRIONUEVO ALTO 32 A,DOMESTICO,BARRIONUEVO ALTO,32.0,A,364760,-6.417137154949702,39.55853671220225,10.050.70.32.2123505QD2822S,15.0,32.0,26.0,19.0,,15.0,14.0,12.0,14.0,15.0,14.0,11.0,12.0
41,6145604,BARRIONUEVO ALTO 32,DOMESTICO,BARRIONUEVO ALTO,32.0,S/N,B043593,-6.417137154949702,39.55853671220225,10.050.70.32.2123505QD2822S,1.0,32.0,0.0,0.0,,29.0,31.0,32.0,30.0,0.0,32.0,32.0,30.0
42,6145605,BARRIONUEVO ALTO 36,DOMESTICO,BARRIONUEVO ALTO,36.0,S/N,81116002,-6.417126408041813,39.55845314700174,10.050.70.36.2123506QD2822S,44.0,55.0,44.0,31.0,,41.0,48.0,47.0,41.0,44.0,48.0,54.0,47.0
43,6145607,BARRIONUEVO ALTO 42,DOMESTICO,BARRIONUEVO ALTO,42.0,S/N,IB1548986,-6.417106012834093,39.55824702428178,10.050.70.42.2123508QD2822S,21.0,37.0,27.0,24.0,,25.0,27.0,27.0,20.0,21.0,28.0,29.0,23.0
44,6145608,BARRIONUEVO ALTO 44,DOMESTICO,BARRIONUEVO ALTO,44.0,S/N,120918,-6.417102253172347,39.55819469008478,10.050.70.44.2123509QD2822S,1.0,0.0,36.0,0.0,,1.0,5.0,29.0,0.0,1.0,4.0,26.0,0.0
45,6145609,BARRIONUEVO ALTO 46,DOMESTICO,BARRIONUEVO ALTO,46.0,S/N,17-077071,-6.417097860496921,39.55813432855133,10.050.70.46.2123510QD2822S,26.0,18.0,26.0,20.0,,20.0,22.0,21.0,26.0,26.0,20.0,21.0,16.0
46,6145610,BARRIONUEVO ALTO 48,DOMESTICO,BARRIONUEVO ALTO,48.0,S/N,7632678,-6.417093563544041,39.55807765821645,10.050.70.48.2123511QD2822S,11.0,18.0,16.0,22.0,,12.0,15.0,19.0,22.0,11.0,17.0,17.0,22.0
47,6145611,BARRIONUEVO ALTO 50,DOMESTICO,BARRIONUEVO ALTO,50.0,S/N,J397497,-6.4170901614096945,39.558031367812255,10.050.70.50.2123512QD2822S,18.0,26.0,27.0,21.0,,19.0,21.0,21.0,19.0,18.0,23.0,25.0,19.0
48,6145612,BARRIONUEVO ALTO 54,DOMESTICO,BARRIONUEVO ALTO,54.0,S/N,692913,-6.4170815568155595,39.55792145021492,10.050.70.54.2123514QD2822S,25.0,15.0,29.0,19.0,,25.0,27.0,34.0,27.0,25.0,30.0,26.0,22.0
49,6145614,BARRIONUEVO ALTO 60,DOMESTICO,BARRIONUEVO ALTO,60.0,S/N,11198094,-6.416992086400052,39.5577232544406,10.050.70.60.2123517QD2822S,26.0,31.0,26.0,23.0,,24.0,26.0,25.0,25.0,26.0,30.0,30.0,28.0
50,6145616,BARRIONUEVO ALTO 52,DOMESTICO,BARRIONUEVO ALTO,52.0,S/N,8802846,-6.417086136455752,39.55797677553236,10.050.70.52.2123513QD2822S,25.0,0.0,0.0,0.0,,22.0,31.0,16.0,23.0,25.0,29.0,15.0,22.0
51,6145618,BARRIONUEVO ALTO 58,DOMESTICO,BARRIONUEVO ALTO,58.0,S/N,S29891703,-6.417073024320881,39.55783153357257,10.050.70.58.2123516QD2822S,2.0,8.0,6.0,1.0,,1.0,0.0,0.0,0.0,0.0,7.0,6.0,1.0
52,6145621,BARRIONUEVO ALTO 17,DOMESTICO,BARRIONUEVO ALTO,17.0,S/N,H792329,-6.417187949455533,39.559259431331604,10.050.70.17.2125409QD2822N,1.0,1.0,75.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
53,6145622,BARRIONUEVO ALTO 12,DOMESTICO,BARRIONUEVO ALTO,12.0,S/N,H827120,-6.417267229091953,39.55921164698034,10.050.70.12.2125729QD2822N,57.0,53.0,50.0,48.0,,105.0,103.0,132.0,119.0,126.0,129.0,134.0,117.0
54,6145624,BARRIONUEVO BAJO 1,DOMESTICO,BARRIONUEVO BAJO,1.0,S/N,1525781,-6.417248419683698,39.55965886715201,10.050.70.1.2125401QD2822N,12.0,17.0,12.0,0.0,,12.0,14.0,13.0,13.0,16.0,14.0,16.0,13.0
55,6145625,BARRIONUEVO BAJO 3,DOMESTICO,BARRIONUEVO BAJO,3.0,S/N,1679338,-6.417405803925809,39.56000893334861,10.050.40.3.2125721QD2822N,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,6145626,BARRIONUEVO BAJO 9,DOMESTICO,BARRIONUEVO BAJO,9.0,S/N,1408608,-6.417213019200059,39.55948385560651,10.050.70.9.2125405QD2822N,27.0,35.0,33.0,34.0,,35.0,44.0,65.0,52.0,44.0,47.0,46.0,39.0
57,6145627,BARRIONUEVO BAJO 9,DOMESTICO,BARRIONUEVO BAJO,9.0,S/N,R20529947,-6.417213019200059,39.55948385560651,10.050.70.9.2125405QD2822N,5.0,9.0,14.0,6.0,,35.0,44.0,65.0,52.0,44.0,47.0,46.0,39.0
58,6145628,BARRIONUEVO BAJO 11,DOMESTICO,BARRIONUEVO BAJO,11.0,S/N,167512,-6.4172060254169505,39.55943712496712,10.050.70.11.2125406QD2822N,6.0,23.0,39.0,26.0,,5.0,5.0,7.0,6.0,7.0,5.0,6.0,5.0
59,6145629,BARRIONUEVO BAJO 13 A,DOMESTICO,BARRIONUEVO BAJO,13.0,A,K415051,-6.417197741154278,39.55938126681688,10.050.70.13.2125407QD2822N,18.0,32.0,7.0,7.0,,23.0,15.0,24.0,15.0,24.0,20.0,33.0,18.0
60,6145630,BARRIONUEVO BAJO 15,DOMESTICO,BARRIONUEVO BAJO,15.0,S/N,1092154,-6.417188129655442,39.55931727129647,10.050.70.15.2125408QD2822N,14.0,8.0,16.0,2.0,,17.0,18.0,19.0,19.0,17.0,14.0,17.0,14.0
61,6145631,BARRIONUEVO BAJO 17,DOMESTICO,BARRIONUEVO BAJO,17.0,S/N,L906572,-6.417187949455533,39.559259431331604,10.050.70.17.2125409QD2822N,4.0,9.0,8.0,12.0,,0.0,0.0,0.0,7.0,0.0,9.0,0.0,0.0
62,6145632,BARRIONUEVO BAJO 21,DOMESTICO,BARRIONUEVO BAJO,21.0,S/N,2651918,-6.417166767467383,39.5591403198406,10.050.70.21.2125411QD2822N,23.0,21.0,0.0,17.0,,16.0,19.0,22.0,21.0,23.0,21.0,24.0,21.0
63,6145633,BARRIONUEVO BAJO 23,DOMESTICO,BARRIONUEVO BAJO,23.0,S/N,91529056,-6.417158876177719,39.55909582141026,10.050.70.23.2125412QD2822N,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,6145634,BARRIONUEVO BAJO 25,DOMESTICO,BARRIONUEVO BAJO,25.0,S/N,IB1189047,-6.417150586588315,39.55904951237554,10.050.70.25.2125413QD2822N,40.0,59.0,53.0,56.0,,37.0,45.0,52.0,54.0,48.0,47.0,48.0,48.0
65,6145637,BARRIONUEVO BAJO 37,DOMESTICO,BARRIONUEVO BAJO,37.0,S/N,1834777,-6.417099279333354,39.558748114984915,10.050.70.37.2223801QD2822S,21.0,24.0,28.0,21.0,,31.0,32.0,30.0,22.0,21.0,21.0,26.0,23.0
66,6145639,BARRIONUEVO BAJO 43,DOMESTICO,BARRIONUEVO BAJO,43.0,S/N,3124585,-6.417072452782387,39.55858355955263,10.050.70.43.2223825QD2822S,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,6145641,BARRIONUEVO BAJO 4,DOMESTICO,BARRIONUEVO BAJO,4.0,S/N,18-198328,-6.4173252255572395,39.55963697284029,10.050.70.4.2125727QD2822N,12.0,13.0,13.0,11.0,,9.0,11.0,12.0,11.0,9.0,10.0,12.0,11.0
68,6145642,BARRIONUEVO BAJO 6,DOMESTICO,BARRIONUEVO BAJO,6.0,S/N,1481089,-6.417316586988978,39.55957498089082,10.050.70.6.2125728QD2822N,17.0,8.0,22.0,18.0,,15.0,17.0,20.0,17.0,25.0,15.0,27.0,18.0
69,6145643,BARRIONUEVO BAJO 8,DOMESTICO,BARRIONUEVO BAJO,8.0,S/N,751002,-6.417300425180472,39.55943976540838,10.050.70.8.2125780QD2822N,17.0,14.0,21.0,12.0,,14.0,16.0,22.0,17.0,19.0,19.0,23.0,20.0
70,6145644,BARRIONUEVO BAJO 10,DOMESTICO,BARRIONUEVO BAJO,10.0,S/N,51567660,-6.417320328538875,39.55996009662009,10.050.40.10.2126017QD2822N,11.0,7.0,8.0,8.0,,13.0,15.0,18.0,15.0,10.0,11.0,13.0,10.0
71,6145645,BARRIONUEVO BAJO 12,DOMESTICO,BARRIONUEVO BAJO,12.0,S/N,4,-6.417267229091953,39.55921164698034,10.050.70.12.2125729QD2822N,11.0,0.0,7.0,9.0,,11.0,9.0,20.0,9.0,11.0,9.0,0.0,9.0
72,6145647,BARRIONUEVO BAJO 20,DOMESTICO,BARRIONUEVO BAJO,20.0,S/N,N01579583,-6.417212444855236,39.558988367953454,10.050.70.20.2125733QD2822N,0.0,0.0,1.0,0.0,,0.0,1.0,6.0,0.0,0.0,0.0,7.0,0.0
73,6145648,BARRIONUEVO BAJO 22,DOMESTICO,BARRIONUEVO BAJO,22.0,S/N,IB1128672,-6.41719935615806,39.558917718716856,10.050.70.22.2125734QD2822N,23.0,27.0,31.0,25.0,,27.0,30.0,35.0,27.0,26.0,23.0,30.0,23.0
74,6145650,BARRIONUEVO BAJO 26,DOMESTICO,BARRIONUEVO BAJO,26.0,S/N,7632571,-6.41716532286323,39.55872156707379,10.050.70.26.2123502QD2822S,0.0,0.0,16.0,5.0,,0.0,4.0,19.0,6.0,0.0,4.0,20.0,3.0
75,6145651,BARRIONUEVO BAJO 28,DOMESTICO,BARRIONUEVO BAJO,28.0,S/N,8940129,-6.417152279058503,39.55864344159412,10.050.70.28.2123503QD2822S,16.0,18.0,18.0,16.0,,15.0,17.0,21.0,17.0,15.0,19.0,21.0,18.0
76,6145653,BARRIONUEVO BAJO 32,DOMESTICO,BARRIONUEVO BAJO,32.0,S/N,2484003,-6.417137154949702,39.55853671220225,10.050.70.32.2123505QD2822S,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,6145654,BARRIONUEVO BAJO 32 A,DOMESTICO,BARRIONUEVO BAJO,32.0,A,R372911,-6.417137154949702,39.55853671220225,10.050.70.32.2123505QD2822S,19.0,17.0,28.0,14.0,,16.0,19.0,25.0,15.0,15.0,18.0,26.0,16.0
78,6145655,BARRIONUEVO BAJO 34,GARAJES,BARRIONUEVO BAJO,34.0,S/N,1711748,-6.417449018107798,39.560487622241325,10.050.40.34.2126029QD2822N,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
79,6145657,BARRIONUEVO BAJO 40,DOMESTICO,BARRIONUEVO BAJO,40.0,S/N,1679215,-6.417478548971003,39.56062953124768,10.050.40.40.2126032QD2822N,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,6145659,BARRIONUEVO BAJO 46,DOMESTICO,BARRIONUEVO BAJO,46.0,S/N,97108776,-6.417097860496921,39.55813432855133,10.050.70.46.2123510QD2822S,8.0,8.0,10.0,8.0,,6.0,7.0,10.0,9.0,8.0,9.0,10.0,8.0
81,6145660,BARRIONUEVO BAJO 48,DOMESTICO,BARRIONUEVO BAJO,48.0,S/N,5,-6.417093563544041,39.55807765821645,10.050.70.48.2123511QD2822S,3.0,0.0,1.0,0.0,,3.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0
82,6145661,BARRIONUEVO BAJO 52 .,DOMESTICO,BARRIONUEVO BAJO,52.0,.,20-050022,-6.417086136455752,39.55797677553236,10.050.70.52.2123513QD2822S,34.0,55.0,18.0,15.0,,0.0,4.0,19.0,0.0,6.0,4.0,19.0,0.0
83,6145663,BARRIONUEVO BAJO 56,DOMESTICO,BARRIONUEVO BAJO,56.0,S/N,,-6.417077346696193,39.55787811471173,10.050.70.56.2123515QD2822S,0.0,0.0,0.0,0.0,,21.0,22.0,23.0,20.0,23.0,21.0,24.0,20.0
84,6145664,BARRIONUEVO BAJO 58,DOMESTICO,BARRIONUEVO BAJO,58.0,S/N,33,-6.417073024320881,39.55783153357257,10.050.70.58.2123516QD2822S,26.0,16.0,27.0,18.0,,27.0,31.0,35.0,31.0,31.0,28.0,33.0,23.0
85,6145666,BARRIONUEVO BAJO 62,GARAJES,BARRIONUEVO BAJO,62.0,S/N,11022903,-6.417619229314202,39.5611068745706,10.050.40.62.2126043QD2822N,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,6145667,BARRIONUEVO BAJO 1 A,DOMESTICO,BARRIONUEVO BAJO,1.0,A,F669140,-6.417248419683698,39.55965886715201,10.050.70.1.2125401QD2822N,1.0,1.0,2.0,1.0,,1.0,0.0,7.0,1.0,2.0,1.0,3.0,1.0
87,6145669,BARRIONUEVO BAJO 1 B,DOMESTICO,BARRIONUEVO BAJO,1.0,B,990897634,-6.417248419683698,39.55965886715201,10.050.70.1.2125401QD2822N,34.0,40.0,40.0,33.0,,34.0,38.0,34.0,36.0,38.0,41.0,49.0,41.0
88,6145670,BARRIONUEVO BAJO 16,DOMESTICO,BARRIONUEVO BAJO,16.0,S/N,10576749,-6.417240037370614,39.55909264955504,10.050.70.16.2125731QD2822N,0.0,0.0,16.0,0.0,,0.0,4.0,21.0,2.0,0.0,9.0,19.0,1.0
89,6145679,AV.CONSTITUCION 1,DOMESTICO,CONSTITUCION,1.0,S/N,263028,-6.418562700854622,39.559634674234445,10.050.42.1.2024009QD2822S,14.0,13.0,21.0,18.0,,11.0,12.0,12.0,12.0,14.0,13.0,13.0,14.0
90,6145680,AV.CONSTITUCION 3,DOMESTICO,CONSTITUCION,3.0,S/N,6805076,-6.418652935279876,39.55963352739264,10.050.42.3.2024008QD2822S,42.0,63.0,43.0,56.0,,40.0,43.0,43.0,39.0,42.0,42.0,44.0,45.0
91,6145682,AV.CONSTITUCION 11,DOMESTICO,CONSTITUCION,11.0,S/N,M880154,-6.4189736521491865,39.559618860826795,10.050.42.11.2024004QD2822S,17.0,14.0,33.0,17.0,,11.0,14.0,19.0,17.0,17.0,17.0,19.0,23.0
92,6145683,AV.CONSTITUCION 11-A,DOMESTICO,CONSTITUCION,11.0,A,J986414,-6.4189736521491865,39.559618860826795,10.050.42.11.2024004QD2822S,24.0,23.0,23.0,20.0,,21.0,21.0,21.0,25.0,24.0,23.0,24.0,21.0
93,6145684,AV.CONSTITUCION 13,COMERCIAL,CONSTITUCION,13.0,S/N,91031791,-6.419102616941598,39.559615421558604,10.050.42.13.2024003QD2822S,7.0,2.0,6.0,0.0,,6.0,6.0,4.0,7.0,7.0,5.0,6.0,6.0
94,6145685,AV.CONSTITUCION 15,NO DOMESTICO,CONSTITUCION,15.0,S/N,J,-6.4192132710526915,39.559613016531955,10.050.42.15.2024002QD2822S,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,6145686,PARRA 1,DOMESTICO,PARRA,1.0,S/N,F669142,-6.419347509076024,39.559558254422356,10.050.15.1.2024001QD2822S,26.0,4.0,0.0,1.0,,20.0,20.0,31.0,25.0,27.0,26.0,32.0,27.0
96,6145687,AV.CONSTITUCION 19,DOMESTICO,CONSTITUCION,19.0,S/N,K,-6.419458595027179,39.55961009124504,10.050.42.19.1924111QD2812S,10.0,0.0,12.0,0.0,,10.0,0.0,11.0,0.0,10.0,1.0,12.0,0.0
97,6145690,AV.CONSTITUCION 23,DOMESTICO,CONSTITUCION,23.0,S/N,980563453,-6.419656485905738,39.55960593110884,10.050.42.23.1924109QD2812S,15.0,7.0,19.0,14.0,,15.0,15.0,26.0,19.0,15.0,12.0,22.0,14.0
98,6145692,AV.CONSTITUCION 29,DOMESTICO,CONSTITUCION,29.0,S/N,,-6.419876867474734,39.559585153866514,10.050.42.29.1924106QD2812S,0.0,0.0,0.0,0.0,,9.0,8.0,9.0,8.0,8.0,10.0,12.0,10.0
99,6145693,AV.CONSTITUCION 29-2,DOMESTICO,CONSTITUCION,29.0,2,M,-6.419876867474734,39.559585153866514,10.050.42.29.1924106QD2812S,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
