,Contrato,Dirección,tipo,calle,NUMERO,PISO,Nº Serie Contador Esf.1,xcoord,ycoord,localId,USO 2020,2020-1,2020-2,2020-3,2020-4,USO 2018,2018-1,2018-2,2018-3,USO 2019,2019-1,2019-2,2019-3
646,6146756,SANTIAGO 30,DOMESTICO,SANTIAGO,30.0,S/N,1067760,-6.419571515452202,39.56102749216411,10.050.32.30.1926217QD2812N,1.0,0.0,0.0,128.0,,0.0,0.0,11.0,3.0,1.0,1.0,17.0,0.0
647,6146757,SANTIAGO 32,DOMESTICO,SANTIAGO,32.0,S/N,17-176474,-6.419565422936543,39.56107564347938,10.050.32.32.1926201QD2812N,3.0,0.0,0.0,0.0,,0.0,2.0,2.0,2.0,3.0,8.0,3.0,0.0
648,6146759,SANTIAGO 40,DOMESTICO,SANTIAGO,40.0,S/N,8939306,-6.419515205853422,39.56125280538077,10.050.32.40.1927339QD2812N,20.0,25.0,23.0,18.0,,3.0,8.0,16.0,4.0,20.0,15.0,21.0,21.0
649,6146760,SANTIAGO 42,DOMESTICO,SANTIAGO,42.0,S/N,L906497,-6.419506156056915,39.56128341405296,10.050.32.42.1927340QD2812N,10.0,14.0,14.0,7.0,,13.0,18.0,17.0,16.0,13.0,22.0,20.0,14.0
650,6146762,SANTIAGO 46,DOMESTICO,SANTIAGO,46.0,S/N,1814042,-6.419482208332065,39.56136423050312,10.050.32.46.1927342QD2812N,1.0,1.0,0.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
651,6146763,SANTIAGO 52,DOMESTICO,SANTIAGO,52.0,S/N,1495632,-6.419452671552039,39.561482759331476,10.050.32.52.1927345QD2812N,16.0,17.0,15.0,11.0,,15.0,18.0,26.0,20.0,17.0,13.0,19.0,12.0
652,6146764,SANTIAGO 54,DOMESTICO,SANTIAGO,54.0,S/N,1525772,-6.419442814160791,39.56153199808984,10.050.32.54.1927346QD2812N,12.0,15.0,15.0,10.0,,11.0,14.0,17.0,16.0,12.0,15.0,17.0,13.0
653,6146770,SANTIAGO 74,DOMESTICO,SANTIAGO,74.0,S/N,11023462,-6.419419758968852,39.56201227631487,10.050.32.74.1927356QD2812N,4.0,18.0,16.0,11.0,,4.0,10.0,13.0,7.0,4.0,11.0,22.0,7.0
654,6146771,SANTIAGO 76,DOMESTICO,SANTIAGO,76.0,S/N,L986258,-6.419416266305455,39.562068773418055,10.050.32.76.1927357QD2812N,21.0,78.0,57.0,48.0,,21.0,26.0,28.0,22.0,21.0,43.0,47.0,40.0
655,6146772,SANTIAGO 49 2º-B,DOMESTICO,SANTIAGO,49.0,2º-B,7811367,-6.419545744527692,39.56135825549476,10.050.32.49.1927513QD2812N,14.0,26.0,16.0,21.0,,16.0,18.0,11.0,15.0,14.0,17.0,10.0,14.0
656,6146775,SANTIAGO 38,GARAJES,SANTIAGO,38.0,S/N,COCHERA,-6.419525319535932,39.56121861686651,10.050.32.38.1927338QD2812N,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
657,6146776,SANTIAGO 53,DOMESTICO,SANTIAGO,53.0,S/N,L363216,-6.419517024655141,39.56147986546042,10.050.32.53.1927511QD2812N,15.0,19.0,39.0,17.0,,16.0,19.0,31.0,17.0,16.0,17.0,33.0,15.0
658,6146777,SANTIAGO 10,DOMESTICO,SANTIAGO,10.0,S/N,CO0001391,-6.419616707758403,39.56012295378324,10.050.32.10.1925217QD2812N,16.0,20.0,22.0,22.0,,16.0,19.0,22.0,23.0,16.0,19.0,23.0,22.0
659,6146778,SATURNINO MARTIN MORENO 1,DOMESTICO,SATURNINO MARTIN MORENO,1.0,S/N,1658740,-6.418407407201148,39.554827740287706,10.050.34.1.2019201QD2821N,31.0,63.0,49.0,41.0,,20.0,31.0,41.0,33.0,31.0,32.0,39.0,42.0
660,6146779,SATURNINO MARTIN MORENO 3,DOMESTICO,SATURNINO MARTIN MORENO,3.0,S/N,B31825038,-6.418384034221666,39.55474569165889,10.050.34.3.2019208QD2821N,14.0,37.0,24.0,23.0,,14.0,15.0,18.0,15.0,14.0,20.0,21.0,12.0
661,6146780,SATURNINO MARTIN MORENO 5,DOMESTICO,SATURNINO MARTIN MORENO,5.0,S/N,612584,-6.418349038865884,39.554635007126166,10.050.34.5.2019207QD2821N,25.0,21.0,37.0,27.0,,19.0,21.0,31.0,25.0,25.0,29.0,33.0,16.0
662,6146781,SATURNINO MARTIN MORENO 7,DOMESTICO,SATURNINO MARTIN MORENO,7.0,S/N,K874028,-6.41832269073346,39.55454532500474,10.050.34.7.2019206QD2821N,20.0,21.0,29.0,0.0,,20.0,20.0,28.0,0.0,20.0,1.0,30.0,0.0
663,6146791,"SOLEDAD, RDA. 31",GARAJES,SOLEDAD,31.0,S/N,CO0001406,-6.422415379966533,39.56003836753105,10.050.52.31.1726608QD2812N,5.0,4.0,41.0,3.0,,2.0,2.0,5.0,3.0,2.0,5.0,41.0,3.0
664,6146796,SOLEDAD 11,DOMESTICO,SOLEDAD,11.0,S/N,00-9523919,-6.42175164408006,39.55986264449328,10.050.36.11.1725004QD2812N,18.0,22.0,30.0,22.0,,20.0,22.0,24.0,21.0,18.0,22.0,23.0,27.0
665,6146797,SOLEDAD 9,DOMESTICO,SOLEDAD,9.0,S/N,,-6.421664340255133,39.559844219811744,10.050.36.9.1725005QD2812N,0.0,0.0,0.0,0.0,,35.0,48.0,43.0,42.0,35.0,49.0,44.0,50.0
666,6146801,SOLEDAD 8,DOMESTICO,SOLEDAD,8.0,S/N,,-6.421598480712873,39.55986581957768,10.050.36.8.1726415QD2812N,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,4.0,5.0,3.0
667,6146823,TORO PINTAO 3,DOMESTICO,TORO PINTAO,3.0,S/N,,-6.419898984433474,39.56073352275265,10.050.79.3.1926601QD2812N,0.0,0.0,0.0,0.0,,12.0,23.0,36.0,19.0,13.0,32.0,35.0,21.0
668,6146849,VIRGEN GUADALUPE 1,DOMESTICO,VIRGEN GUADALUPE,1.0,S/N,1640584,-6.417271672040068,39.55461528569101,10.050.24.1.2119008QD2821N,25.0,10.0,17.0,16.0,,24.0,22.0,26.0,26.0,25.0,26.0,34.0,20.0
669,6146850,VIRGEN GUADALUPE 3,DOMESTICO,VIRGEN GUADALUPE,3.0,S/N,20629944,-6.417380664137956,39.554594737828495,10.050.24.3.2119007QD2821N,14.0,23.0,21.0,19.0,,2.0,9.0,18.0,16.0,14.0,11.0,21.0,16.0
670,6146851,VIRGEN GUADALUPE 5,DOMESTICO,VIRGEN GUADALUPE,5.0,S/N,1495627,-6.417568537117773,39.554559098009825,10.050.24.5.2119006QD2821N,0.0,1.0,1.0,0.0,,0.0,1.0,3.0,1.0,0.0,1.0,4.0,0.0
671,6146855,VIRGEN GUADALUPE 13,DOMESTICO,VIRGEN GUADALUPE,13.0,S/N,167524,-6.418099618477296,39.554463254610226,10.050.24.13.2119002QD2821N,42.0,86.0,87.0,49.0,,36.0,49.0,61.0,42.0,42.0,50.0,68.0,38.0
672,6146856,VIRGEN GUADALUPE 15,DOMESTICO,VIRGEN GUADALUPE,15.0,S/N,232464,-6.418203161697851,39.5544421343665,10.050.24.15.2119001QD2821N,2.0,3.0,37.0,2.0,,1.0,2.0,21.0,12.0,2.0,6.0,23.0,4.0
673,6146857,C/ MADRID 1 1º-A,DOMESTICO,MADRID,1.0,1º-A,J419640,-6.416098247615198,39.55350336587817,10.050.163.1.2318803QD2821N,3.0,3.0,12.0,2.0,,6.0,0.0,7.0,1.0,3.0,3.0,10.0,2.0
674,6146859,PARRA 12,DOMESTICO,PARRA,12.0,S/N,K302420,-6.419366326511014,39.55922355284208,10.050.15.12.1924115QD2812S,16.0,24.0,19.0,21.0,,17.0,18.0,19.0,13.0,17.0,25.0,20.0,18.0
675,6146860,AV.CONSTITUCION 14,DOMESTICO,CONSTITUCION,14.0,S/N,J399989,-6.419032619169732,39.55966071088814,10.050.42.14.1925205QD2812N,22.0,46.0,34.0,26.0,,35.0,42.0,38.0,38.0,35.0,38.0,37.0,42.0
676,6146862,SANTIAGO 14 A,DOMESTICO,SANTIAGO,14.0,A,J947452,-6.41959243669698,39.560250153481796,10.050.32.14.1925219QD2812N,0.0,8.0,2.0,3.0,,0.0,5.0,2.0,0.0,1.0,0.0,2.0,4.0
677,6146866,LARGA BAJA 13 2º,DOMESTICO,LARGA BAJA,13.0,2º,J025274,-6.418390566576903,39.56017100508024,10.050.41.13.2026615QD2822N,5.0,13.0,3.0,7.0,,7.0,5.0,5.0,5.0,5.0,7.0,3.0,5.0
678,6146877,PAREDES 19,DOMESTICO,PAREDES,19.0,S/N,J2003080,-6.4187158367531145,39.55895144343481,10.050.43.19.2024067QD2822S,8.0,8.0,10.0,9.0,,6.0,10.0,9.0,9.0,8.0,7.0,8.0,8.0
679,6146879,BARRIONUEVO ALTO 21 A,DOMESTICO,BARRIONUEVO ALTO,21.0,A,67507,-6.417166767467383,39.5591403198406,10.050.70.21.2125411QD2822N,19.0,6.0,4.0,7.0,,18.0,12.0,20.0,10.0,19.0,11.0,24.0,14.0
680,6146880,LARGA ALTA 18 2º,DOMESTICO,LARGA ALTA,18.0,2º,J400002,-6.418078916978419,39.558846928580266,10.050.39.18.2024019QD2822S,25.0,44.0,41.0,40.0,,32.0,31.0,31.0,25.0,24.0,24.0,34.0,25.0
681,6146881,GABRIEL Y GALAN 15,DOMESTICO,GABRIEL Y GALAN,15.0,S/N,K694951,-6.419599823348963,39.558632824678384,10.050.12.15.1924503QD2812S,20.0,33.0,38.0,29.0,,14.0,20.0,25.0,19.0,21.0,28.0,31.0,21.0
682,6146885,LARGA ALTA 21 A,DOMESTICO,LARGA ALTA,21.0,A,M967303,-6.418044518208429,39.5590148969031,10.050.39.21.2125741QD2822N,8.0,8.0,6.0,8.0,,9.0,9.0,9.0,9.0,8.0,11.0,12.0,9.0
683,6146886,LARGA ALTA 117,DOMESTICO,LARGA ALTA,117.0,S/N,683375,-6.420073514685018,39.563891019261945,10.050.41.117.1829101QD2812N,7.0,22.0,14.0,9.0,,5.0,4.0,36.0,69.0,7.0,22.0,30.0,15.0
684,6146888,C/ MADRID 1 2º-B,DOMESTICO,MADRID,1.0,2º-B,J419636,-6.416098247615198,39.55350336587817,10.050.163.1.2318803QD2821N,11.0,20.0,14.0,13.0,,12.0,11.0,11.0,12.0,11.0,14.0,15.0,12.0
685,6146892,SANGUINO 67,GARAJES,SANGUINO,67.0,S/N,J117195,-6.418894765045354,39.55637166176128,10.050.91.67.2021059QD2822S,0.0,0.0,1.0,0.0,,1.0,4.0,4.0,2.0,0.0,1.0,2.0,1.0
686,6146894,SANGUINO 42 A,DOMESTICO,SANGUINO,42.0,A,H965011,-6.419126730127266,39.55667536723978,10.050.91.42.2021708QD2822S,12.0,9.0,14.0,6.0,,9.0,9.0,8.0,9.0,12.0,11.0,2.0,8.0
687,6146896,LARGA ALTA 62 A,DOMESTICO,LARGA ALTA,62.0,A,B41678846,-6.417723146684369,39.55754871133992,10.050.39.62.2122704QD2822S,0.0,0.0,0.0,0.0,,19.0,16.0,16.0,18.0,22.0,25.0,23.0,24.0
688,6146900,LARGA ALTA 18 1º,DOMESTICO,LARGA ALTA,18.0,1º,C288624,-6.418078916978419,39.558846928580266,10.050.39.18.2024019QD2822S,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
689,6146905,BARRIONUEVO ALTO 12,DOMESTICO,BARRIONUEVO ALTO,12.0,S/N,J772667,-6.417267229091953,39.55921164698034,10.050.70.12.2125729QD2822N,49.0,55.0,61.0,57.0,,105.0,103.0,132.0,119.0,126.0,129.0,134.0,117.0
690,6146907,LLANADA 4,DOMESTICO,LLANADA,4.0,S/N,58355731,-6.4210781879419265,39.55926780526611,10.050.78.4.1724314QD2812S,21.0,11.0,27.0,19.0,,13.0,16.0,25.0,16.0,21.0,36.0,33.0,14.0
691,6146908,SANGUINO 24,DOMESTICO,SANGUINO,24.0,S/N,1640578,-6.4193949329517395,39.557213104486486,10.050.91.24.1922004QD2812S,55.0,59.0,63.0,59.0,,47.0,47.0,57.0,54.0,57.0,63.0,68.0,66.0
692,6146911,PAREDES 17 2º-A,DOMESTICO,PAREDES,17.0,2º-A,31518004,-6.418712632550041,39.55900956851863,10.050.43.17.2024068QD2822S,10.0,13.0,16.0,11.0,,11.0,13.0,13.0,11.0,10.0,13.0,14.0,11.0
693,6146914,LARGA ALTA 77 3º-IZ,DOMESTICO,LARGA ALTA,77.0,3º-IZ,J400148,-6.417569190528268,39.55734764037257,10.050.39.77.2123539QD2822S,5.0,3.0,6.0,3.0,,8.0,7.0,7.0,5.0,5.0,6.0,12.0,5.0
694,6146947,"CHARCA, RDA. 10 A",DOMESTICO,CHARCA,10.0,A,J411030,-6.421573455382641,39.557777605016,10.050.8.10.1723504QD2812S,4.0,5.0,2.0,0.0,,4.0,8.0,10.0,6.0,4.0,12.0,16.0,8.0
695,6146948,"CHARCA, RDA. 10 2º-A",DOMESTICO,CHARCA,10.0,2º-A,J411028,-6.421573455382641,39.557777605016,10.050.8.10.1723504QD2812S,23.0,28.0,28.0,31.0,,25.0,26.0,30.0,23.0,24.0,27.0,28.0,24.0
696,6146950,"CHARCA, RDA. 10 1º-B",DOMESTICO,CHARCA,10.0,1º-B,J411031,-6.421573455382641,39.557777605016,10.050.8.10.1723504QD2812S,0.0,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,167.0
697,6146951,"CHARCA, RDA. 12 2º-A",DOMESTICO,CHARCA,12.0,2º-A,J411081,-6.421668635071352,39.55750180404551,10.050.8.12.1723505QD2812S,44.0,63.0,57.0,53.0,,33.0,45.0,52.0,47.0,46.0,48.0,59.0,51.0
698,6146952,"CHARCA, RDA. 12 A",DOMESTICO,CHARCA,12.0,A,J411086,-6.421668635071352,39.55750180404551,10.050.8.12.1723505QD2812S,27.0,57.0,44.0,44.0,,24.0,28.0,36.0,29.0,28.0,38.0,40.0,42.0
699,6146954,"CHARCA, RDA. 12 1º-B",DOMESTICO,CHARCA,12.0,1º-B,J411082,-6.421668635071352,39.55750180404551,10.050.8.12.1723505QD2812S,15.0,34.0,22.0,26.0,,29.0,27.0,24.0,16.0,16.0,19.0,22.0,22.0
700,6146956,"CHARCA, RDA. 12 2º-C",DOMESTICO,CHARCA,12.0,2º-C,J411083,-6.421668635071352,39.55750180404551,10.050.8.12.1723505QD2812S,22.0,0.0,13.0,10.0,,14.0,18.0,21.0,22.0,23.0,25.0,27.0,21.0
701,6146958,"CHARCA, RDA. 12 2º-D",DOMESTICO,CHARCA,12.0,2º-D,J419660,-6.421668635071352,39.55750180404551,10.050.8.12.1723505QD2812S,22.0,26.0,28.0,27.0,,21.0,29.0,26.0,25.0,23.0,27.0,31.0,23.0
702,6146959,"CHARCA, RDA. 14 2º-A",DOMESTICO,CHARCA,14.0,2º-A,J419796,-6.421736174133334,39.55729664820589,10.050.8.14.1723510QD2812S,19.0,18.0,12.0,21.0,,23.0,18.0,19.0,24.0,20.0,19.0,21.0,20.0
703,6146960,"CHARCA, RDA. 14 2º-B",DOMESTICO,CHARCA,14.0,2º-B,J419653,-6.421736174133334,39.55729664820589,10.050.8.14.1723510QD2812S,0.0,0.0,0.0,0.0,,0.0,6.0,0.0,1.0,0.0,41.0,0.0,0.0
704,6146961,"CHARCA, RDA. 14 B",DOMESTICO,CHARCA,14.0,B,J419801,-6.421736174133334,39.55729664820589,10.050.8.14.1723510QD2812S,5.0,21.0,13.0,15.0,,3.0,3.0,6.0,6.0,5.0,5.0,5.0,9.0
705,6146962,"CHARCA, RDA. 14 1º-C",DOMESTICO,CHARCA,14.0,1º-C,J419661,-6.421736174133334,39.55729664820589,10.050.8.14.1723510QD2812S,18.0,7.0,13.0,15.0,,0.0,15.0,5.0,22.0,24.0,10.0,7.0,14.0
706,6146963,"CHARCA, RDA. 14 C",DOMESTICO,CHARCA,14.0,C,J419802,-6.421736174133334,39.55729664820589,10.050.8.14.1723510QD2812S,17.0,0.0,0.0,12.0,,12.0,15.0,15.0,16.0,18.0,18.0,19.0,9.0
707,6146964,"CHARCA, RDA. 14 1º-D",DOMESTICO,CHARCA,14.0,1º-D,J419659,-6.421736174133334,39.55729664820589,10.050.8.14.1723510QD2812S,22.0,0.0,13.0,11.0,,19.0,20.0,25.0,22.0,23.0,28.0,26.0,13.0
708,6146966,"CHARCA, RDA. 14 D",DOMESTICO,CHARCA,14.0,D,J419799,-6.421736174133334,39.55729664820589,10.050.8.14.1723510QD2812S,0.0,2.0,0.0,0.0,,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
709,6146967,"CHARCA, RDA. 14 2º-E",DOMESTICO,CHARCA,14.0,2º-E,J419800,-6.421736174133334,39.55729664820589,10.050.8.14.1723510QD2812S,44.0,45.0,45.0,44.0,,36.0,39.0,40.0,42.0,45.0,43.0,41.0,42.0
710,6146977,"VALLE DEL JERTE, DEL 39",DOMESTICO,VALLE DEL JERTE DEL,39.0,S/N,J906308,-6.416209513468206,39.561412252204896,10.050.179.39.2126611QD2822N,31.0,37.0,39.0,31.0,,31.0,35.0,40.0,33.0,33.0,34.0,39.0,31.0
711,6146979,"VALLE DEL JERTE, DEL 33",DOMESTICO,VALLE DEL JERTE DEL,33.0,S/N,J964825,-6.416155269276238,39.561208799443854,10.050.179.33.2126614QD2822N,36.0,42.0,36.0,31.0,,36.0,37.0,37.0,38.0,36.0,34.0,38.0,42.0
712,6146980,"VALLE DEL JERTE, DEL 31",DOMESTICO,VALLE DEL JERTE DEL,31.0,S/N,J906173,-6.416137190171577,39.56114092184362,10.050.179.31.2126615QD2822N,46.0,54.0,53.0,52.0,,42.0,45.0,48.0,39.0,41.0,39.0,44.0,46.0
713,6146981,"VALLE DEL JERTE, DEL 29",DOMESTICO,VALLE DEL JERTE DEL,29.0,S/N,K009195,-6.416118506809489,39.56107051285745,10.050.179.29.2126616QD2822N,47.0,59.0,60.0,57.0,,49.0,54.0,55.0,51.0,49.0,55.0,57.0,56.0
714,6146982,"VALLE DEL JERTE, DEL 27",DOMESTICO,VALLE DEL JERTE DEL,27.0,S/N,407071,-6.416098585314675,39.56099583771405,10.050.179.27.2126617QD2822N,40.0,37.0,61.0,42.0,,41.0,35.0,45.0,43.0,37.0,36.0,53.0,54.0
715,6146984,"VALLE DEL JERTE, DEL 23",DOMESTICO,VALLE DEL JERTE DEL,23.0,S/N,490642,-6.416061713615546,39.5608573639984,10.050.179.23.2126619QD2822N,34.0,34.0,35.0,33.0,,35.0,38.0,41.0,38.0,41.0,45.0,45.0,41.0
716,6146985,"VALLE DEL JERTE, DEL 21",DOMESTICO,VALLE DEL JERTE DEL,21.0,S/N,K051275,-6.4160423034637475,39.56078459205415,10.050.179.21.2126620QD2822N,42.0,58.0,60.0,60.0,,49.0,48.0,58.0,57.0,53.0,53.0,56.0,43.0
717,6146989,C/ MADRID 1 2º-A,DOMESTICO,MADRID,1.0,2º-A,J419637,-6.416098247615198,39.55350336587817,10.050.163.1.2318803QD2821N,52.0,41.0,40.0,45.0,,61.0,58.0,53.0,57.0,54.0,58.0,39.0,40.0
718,6146992,C/ MADRID 11,DOMESTICO,MADRID,11.0,S/N,J767444,-6.415691646297905,39.553468821962895,10.050.163.11.2318809QD2821N,34.0,38.0,46.0,37.0,,29.0,48.0,51.0,40.0,35.0,43.0,40.0,36.0
719,6146993,C/ MADRID 13,DOMESTICO,MADRID,13.0,S/N,J767449,-6.415627628224739,39.55346289269983,10.050.163.13.2318810QD2821N,65.0,67.0,72.0,71.0,,77.0,78.0,77.0,69.0,67.0,67.0,77.0,60.0
720,6146994,C/ MADRID 15,DOMESTICO,MADRID,15.0,S/N,J767476,-6.415552593885107,39.55345590740899,10.050.163.15.2318811QD2821N,40.0,57.0,44.0,44.0,,36.0,40.0,45.0,45.0,41.0,32.0,53.0,43.0
721,6146995,C/ MADRID 17,DOMESTICO,MADRID,17.0,S/N,J767475,-6.41544821489945,39.553446286953715,10.050.163.17.2318812QD2821N,34.0,51.0,33.0,37.0,,35.0,37.0,29.0,37.0,35.0,34.0,37.0,38.0
722,6146996,C/ MADRID 2,DOMESTICO,MADRID,2.0,S/N,J419823,-6.415855801535863,39.5534135585011,10.050.163.2.2217402QD2821N,43.0,76.0,51.0,56.0,,58.0,62.0,56.0,64.0,45.0,50.0,55.0,44.0
723,6146997,C/ MADRID 6,DOMESTICO,MADRID,6.0,S/N,J767474,-6.415686227515628,39.55339852341639,10.050.163.6.2217405QD2821N,31.0,44.0,54.0,33.0,,39.0,43.0,47.0,35.0,32.0,31.0,42.0,37.0
724,6146998,C/ MADRID 8,DOMESTICO,MADRID,8.0,S/N,J767479,-6.4156166716516285,39.55339129975626,10.050.163.8.2217406QD2821N,11.0,15.0,17.0,2.0,,3.0,6.0,12.0,12.0,11.0,12.0,26.0,10.0
725,6146999,C/ MADRID 16,DOMESTICO,MADRID,16.0,S/N,J767472,-6.415347426970508,39.55336818997893,10.050.163.16.2217410QD2821N,34.0,99.0,59.0,48.0,,34.0,32.0,54.0,42.0,35.0,40.0,59.0,48.0
726,6147000,C/ MADRID 18,DOMESTICO,MADRID,18.0,S/N,J767473,-6.415277871182919,39.55336096611787,10.050.163.18.2217411QD2821N,45.0,53.0,18.0,12.0,,67.0,43.0,25.0,42.0,47.0,47.0,33.0,44.0
727,6147016,AV.CONSTITUCION 48-A,DOMESTICO,CONSTITUCION,48.0,A,7837283,-6.420236381154316,39.559591340805746,10.050.42.48.1925823QD2812N,36.0,9.0,30.0,3.0,,21.0,17.0,25.0,2.0,36.0,16.0,25.0,3.0
728,6147018,SANGUINO 95 1º-A,DOMESTICO,SANGUINO,95.0,1º-A,L046477,-6.4185202119610905,39.55574561567136,10.050.91.95.2021045QD2822S,20.0,32.0,22.0,20.0,,20.0,16.0,27.0,18.0,21.0,23.0,22.0,21.0
729,6147019,"CHARCA, RDA. 10 1º-A",DOMESTICO,CHARCA,10.0,1º-A,J411029,-6.421573455382641,39.557777605016,10.050.8.10.1723504QD2812S,21.0,34.0,25.0,33.0,,23.0,32.0,29.0,19.0,22.0,24.0,23.0,26.0
730,6147020,"CHARCA, RDA. 12",COMUNIDAD PROPIETARIOS,CHARCA,12.0,S/N,J985912,-6.421668635071352,39.55750180404551,10.050.8.12.1723505QD2812S,1.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
731,6147026,AV.EJIDO DE ABAJO 42,DOMESTICO,EJIDO DE ABAJO,42.0,S/N,K043283,-6.416919144363887,39.56070951636326,10.050.176.42.2126909QD2822N,39.0,42.0,45.0,38.0,,35.0,36.0,37.0,35.0,39.0,35.0,39.0,38.0
732,6147027,AV.EJIDO DE ABAJO 44,DOMESTICO,EJIDO DE ABAJO,44.0,S/N,J947894,-6.416939199684522,39.5607837439186,10.050.176.44.2126908QD2822N,41.0,46.0,48.0,44.0,,31.0,34.0,47.0,39.0,41.0,44.0,49.0,45.0
733,6147028,AV.EJIDO DE ABAJO 46,DOMESTICO,EJIDO DE ABAJO,46.0,S/N,1280110,-6.416959055888297,39.56085706616882,10.050.176.46.2126907QD2822N,10.0,13.0,23.0,12.0,,10.0,12.0,22.0,14.0,12.0,15.0,21.0,13.0
734,6147029,AV.EJIDO DE ABAJO 48,DOMESTICO,EJIDO DE ABAJO,48.0,S/N,J791806,-6.416978185002129,39.5609280299739,10.050.176.48.2126906QD2822N,33.0,45.0,63.0,44.0,,41.0,46.0,43.0,44.0,43.0,44.0,54.0,44.0
735,6147030,AV.EJIDO DE ABAJO 50,DOMESTICO,EJIDO DE ABAJO,50.0,S/N,J942824,-6.416997818894058,39.56100107250528,10.050.176.50.2126905QD2822N,49.0,21.0,55.0,44.0,,51.0,50.0,30.0,38.0,51.0,37.0,45.0,43.0
736,6147031,AV.EJIDO DE ABAJO 52,DOMESTICO,EJIDO DE ABAJO,52.0,S/N,J942822,-6.417015822635608,39.56106786725876,10.050.176.52.2126904QD2822N,26.0,29.0,39.0,25.0,,31.0,29.0,39.0,25.0,28.0,27.0,40.0,32.0
737,6147032,AV.EJIDO DE ABAJO 54,DOMESTICO,EJIDO DE ABAJO,54.0,S/N,R3787,-6.417033431436575,39.56113276139305,10.050.176.54.2126903QD2822N,47.0,49.0,49.0,45.0,,57.0,45.0,47.0,46.0,40.0,45.0,48.0,47.0
738,6147033,AV.EJIDO DE ABAJO 58,DOMESTICO,EJIDO DE ABAJO,58.0,S/N,J942816,-6.417068316849179,39.56127776698831,10.050.176.58.2126901QD2822N,17.0,20.0,20.0,23.0,,19.0,15.0,20.0,16.0,17.0,23.0,22.0,22.0
739,6147046,AV.EJIDO DE ABAJO 40,DOMESTICO,EJIDO DE ABAJO,40.0,S/N,279853,-6.416902166644212,39.56064643799323,10.050.176.40.2126910QD2822N,12.0,15.0,20.0,12.0,,22.0,24.0,37.0,28.0,27.0,33.0,39.0,20.0
740,6147047,AV.EJIDO DE ABAJO 56,DOMESTICO,EJIDO DE ABAJO,56.0,S/N,K001689,-6.417053065266005,39.561205808417206,10.050.176.56.2126902QD2822N,7.0,17.0,20.0,13.0,,20.0,15.0,24.0,21.0,7.0,14.0,18.0,14.0
741,6147049,SANGUINO 46,DOMESTICO,SANGUINO,46.0,S/N,1189044,-6.4190837357590596,39.556582612661245,10.050.91.46.2021710QD2822S,30.0,25.0,31.0,26.0,,33.0,32.0,42.0,33.0,31.0,33.0,34.0,31.0
742,6147052,AV.EJIDO DE ABAJO 30,DOMESTICO,EJIDO DE ABAJO,30.0,S/N,K141776,-6.416777056984941,39.56020439407804,10.050.176.30.2125617QD2822N,46.0,60.0,64.0,47.0,,17.0,25.0,45.0,47.0,50.0,48.0,44.0,43.0
743,6147053,AV.EJIDO DE ABAJO 34,DOMESTICO,EJIDO DE ABAJO,34.0,S/N,K362152,-6.416815504579904,39.560344339541636,10.050.176.34.2125619QD2822N,0.0,16.0,16.0,2.0,,0.0,7.0,16.0,2.0,0.0,4.0,17.0,2.0
744,6147054,AV.EJIDO DE ABAJO 38,DOMESTICO,EJIDO DE ABAJO,38.0,S/N,7811369,-6.4168558113791665,39.56049063696013,10.050.176.38.2125601QD2822N,45.0,65.0,99.0,54.0,,43.0,29.0,46.0,31.0,35.0,32.0,57.0,42.0
745,6147060,AV.EJIDO DE ABAJO 24,DOMESTICO,EJIDO DE ABAJO,24.0,S/N,K362147,-6.416724848762061,39.56001504043531,10.050.176.24.2125614QD2822N,12.0,21.0,19.0,13.0,,12.0,9.0,16.0,12.0,10.0,17.0,23.0,14.0
746,6147061,AV.EJIDO DE ABAJO 28,DOMESTICO,EJIDO DE ABAJO,28.0,S/N,K282155,-6.416762897697081,39.56015317980927,10.050.176.28.2125616QD2822N,15.0,26.0,31.0,26.0,,9.0,13.0,16.0,12.0,14.0,13.0,22.0,13.0
747,6147062,AV.EJIDO DE ABAJO 32,DOMESTICO,EJIDO DE ABAJO,32.0,S/N,K454950,-6.416800223162515,39.56028886621607,10.050.176.32.2125618QD2822N,36.0,39.0,39.0,33.0,,20.0,26.0,36.0,30.0,25.0,43.0,39.0,36.0
748,6147063,AV.EJIDO DE ABAJO 36,DOMESTICO,EJIDO DE ABAJO,36.0,S/N,J947450,-6.416839404478661,39.56043099459135,10.050.176.36.2125620QD2822N,27.0,19.0,41.0,36.0,,25.0,30.0,25.0,28.0,29.0,27.0,29.0,20.0
749,6147069,"VALLE DEL JERTE, DEL 37",DOMESTICO,VALLE DEL JERTE DEL,37.0,S/N,K212492,-6.4161932834265665,39.56135099212346,10.050.179.37.2126612QD2822N,30.0,32.0,32.0,30.0,,24.0,25.0,26.0,27.0,26.0,27.0,27.0,27.0
